,year,team,topicID,un,cut-off,fnCutoff,pairwiseBiasCut
0,2006.0,allbasic,1.0,NA,NA,NA,NA
1,2006.0,basic,1.0,NA,NA,NA,NA
2,2006.0,body,1.0,NA,NA,NA,NA
3,2006.0,DUTEX1,1.0,NA,NA,NA,NA
4,2006.0,DUTEX2,1.0,NA,NA,NA,NA
5,2006.0,DUTEX3,1.0,NA,NA,NA,NA
6,2006.0,DUTEX4,1.0,NA,NA,NA,NA
7,2006.0,ex3512,1.0,NA,NA,NA,NA
8,2006.0,ex5512,1.0,NA,NA,NA,NA
9,2006.0,ex5518,1.0,NA,NA,NA,NA
10,2006.0,ex7512,1.0,NA,NA,NA,NA
11,2006.0,FDUSF,1.0,NA,NA,NA,NA
12,2006.0,FDUSN,1.0,NA,NA,NA,NA
13,2006.0,FDUSO,1.0,NA,NA,NA,NA
14,2006.0,IBM06EXP,1.0,NA,NA,NA,NA
15,2006.0,IBM06MA,1.0,NA,NA,NA,NA
16,2006.0,IBM06PR,1.0,NA,NA,NA,NA
17,2006.0,IBM06QO,1.0,NA,NA,NA,NA
18,2006.0,ICTCSXRUN01,1.0,NA,NA,NA,NA
19,2006.0,ICTCSXRUN02,1.0,NA,NA,NA,NA
20,2006.0,ICTCSXRUN03,1.0,NA,NA,NA,NA
21,2006.0,ICTCSXRUN04,1.0,NA,NA,NA,NA
22,2006.0,ICTCSXRUN05,1.0,NA,NA,NA,NA
23,2006.0,kmiZhu1,1.0,NA,NA,NA,NA
24,2006.0,kmiZhu2,1.0,NA,NA,NA,NA
25,2006.0,kmiZhu4,1.0,NA,NA,NA,NA
26,2006.0,kmiZhu5,1.0,NA,NA,NA,NA
27,2006.0,l3s1,1.0,NA,NA,NA,NA
28,2006.0,l3s2,1.0,NA,NA,NA,NA
29,2006.0,l3s3,1.0,NA,NA,NA,NA
30,2006.0,l3s4,1.0,NA,NA,NA,NA
31,2006.0,listbq,1.0,NA,NA,NA,NA
32,2006.0,MAPCrelTret,1.0,NA,NA,NA,NA
33,2006.0,MAPTrelCret,1.0,NA,NA,NA,NA
34,2006.0,PITTMANUAL,1.0,NA,NA,NA,NA
35,2006.0,PITTNOPH,1.0,NA,NA,NA,NA
36,2006.0,PITTPHFREQ,1.0,NA,NA,NA,NA
37,2006.0,PITTPHFULL,1.0,NA,NA,NA,NA
38,2006.0,PRISEXB,1.0,NA,NA,NA,NA
39,2006.0,PRISEXR,1.0,NA,NA,NA,NA
40,2006.0,PRISEXRM,1.0,NA,NA,NA,NA
41,2006.0,PRISEXRMT,1.0,NA,NA,NA,NA
42,2006.0,quotes,1.0,NA,NA,NA,NA
43,2006.0,qutbaseline,1.0,NA,NA,NA,NA
44,2006.0,qutlmv2,1.0,NA,NA,NA,NA
45,2006.0,qutmoreterms,1.0,NA,NA,NA,NA
46,2006.0,SJTU01,1.0,NA,NA,NA,NA
47,2006.0,SJTU02,1.0,NA,NA,NA,NA
