,year,team,topicID,un,cut-off,fnCutoff,pairwiseBiasCut
165,2005.0,uams05run2,2.0,100,80,14,0.39935064935064934
166,2005.0,uams05run2,2.0,100,100,17,0.3890857547838412
167,2005.0,uams05run3,2.0,100,10,4,0.3333333333333333
168,2005.0,uams05run3,2.0,100,20,5,0.26666666666666666
169,2005.0,uams05run3,2.0,100,40,7,0.27705627705627706
170,2005.0,uams05run3,2.0,100,80,12,0.37254901960784315
171,2005.0,uams05run3,2.0,100,100,13,0.3333333333333333
172,2005.0,uams05run4,2.0,100,10,4,0.5
173,2005.0,uams05run4,2.0,100,20,4,0.1875
174,2005.0,uams05run4,2.0,100,40,7,0.3116883116883117
175,2005.0,uams05run4,2.0,100,80,12,0.38480392156862747
176,2005.0,uams05run4,2.0,100,100,12,0.29734848484848486
177,2005.0,uogES05B2,2.0,100,10,1,0.7777777777777778
178,2005.0,uogES05B2,2.0,100,20,2,0.6111111111111112
179,2005.0,uogES05B2,2.0,100,40,7,0.6536796536796536
180,2005.0,uogES05B2,2.0,100,80,11,0.4519104084321476
181,2005.0,uogES05B2,2.0,100,100,15,0.5137254901960784
182,2005.0,uogES05CbaDT,2.0,100,10,1,0.5555555555555556
183,2005.0,uogES05CbaDT,2.0,100,20,2,0.5277777777777778
184,2005.0,uogES05CbaDT,2.0,100,40,5,0.5257142857142857
185,2005.0,uogES05CbaDT,2.0,100,80,11,0.5691699604743083
186,2005.0,uogES05CbaDT,2.0,100,100,13,0.515473032714412
187,2005.0,uogES05Cbase,2.0,100,10,2,0.5625
188,2005.0,uogES05Cbase,2.0,100,20,3,0.5098039215686274
189,2005.0,uogES05Cbase,2.0,100,40,7,0.6147186147186147
190,2005.0,uogES05Cbase,2.0,100,80,11,0.46903820816864294
191,2005.0,uogES05Cbase,2.0,100,100,14,0.4833887043189369
192,2005.0,uogES05CbiH,2.0,100,10,1,0.4444444444444444
193,2005.0,uogES05CbiH,2.0,100,20,2,0.3888888888888889
194,2005.0,uogES05CbiH,2.0,100,40,6,0.6127450980392157
195,2005.0,uogES05CbiH,2.0,100,80,11,0.48616600790513836
196,2005.0,uogES05CbiH,2.0,100,100,15,0.5349019607843137
197,2005.0,uogES05Cbis,2.0,100,10,1,0.6666666666666666
198,2005.0,uogES05Cbis,2.0,100,20,2,0.5555555555555556
199,2005.0,uogES05Cbis,2.0,100,40,6,0.553921568627451
200,2005.0,uogES05Cbis,2.0,100,80,12,0.5036764705882353
201,2005.0,uogES05Cbis,2.0,100,100,15,0.5003921568627451
202,2005.0,CNDS01,3.0,NA,NA,NA,NA
203,2005.0,CNDS02,3.0,NA,NA,NA,NA
204,2005.0,CNDS03,3.0,NA,NA,NA,NA
205,2005.0,CNDS04LC,3.0,NA,NA,NA,NA
206,2005.0,CNDS06,3.0,NA,NA,NA,NA
207,2005.0,DREXEXP1,3.0,NA,NA,NA,NA
208,2005.0,DREXEXP2,3.0,NA,NA,NA,NA
209,2005.0,LLEXemails,3.0,100,10,0,1
210,2005.0,LLEXemails,3.0,100,20,4,0.859375
211,2005.0,LLEXemails,3.0,100,40,7,0.5714285714285714
212,2005.0,LLEXemails,3.0,100,80,14,0.5411255411255411
213,2005.0,LLEXemails,3.0,100,100,18,0.535230352303523
214,2005.0,MSRA051,3.0,100,10,1,1.0
215,2005.0,MSRA051,3.0,100,20,2,0.5277777777777778
216,2005.0,MSRA051,3.0,100,40,4,0.5069444444444444
217,2005.0,MSRA051,3.0,100,80,10,0.51
218,2005.0,MSRA051,3.0,100,100,14,0.553156146179402
219,2005.0,MSRA052,3.0,100,10,1,0.5555555555555556
220,2005.0,MSRA052,3.0,100,20,2,0.5833333333333334
221,2005.0,MSRA052,3.0,100,40,5,0.5657142857142857
222,2005.0,MSRA052,3.0,100,80,11,0.5177865612648221
223,2005.0,MSRA052,3.0,100,100,13,0.4854111405835544
224,2005.0,MSRA053,3.0,100,10,1,0.4444444444444444
225,2005.0,MSRA053,3.0,100,20,2,0.5833333333333334
226,2005.0,MSRA053,3.0,100,40,3,0.38738738738738737
227,2005.0,MSRA053,3.0,100,80,10,0.6442857142857142
